# 도서관별 OPAC 주소 규칙.
#
#   도서관부호,종류,인코딩,주소
#
# 종류   ISBN_DETAIL > ISBN_SEARCH > TITLE_SEARCH 순으로 좋고, 있는 것 중 가장 위를 고릅니다.
#        HOMEPAGE 는 규칙이 없을 때의 폴백이라 여기에 적지 않습니다(적으면 서버가 뜨지 않습니다).
# 인코딩 보통 UTF-8. 주소창의 한글이 %C4%DA... 로 보이면 EUC-KR 입니다.
#        ISBN 은 숫자뿐이라 인코딩과 무관하지만, 칸은 채워야 합니다.
# 주소   ISBN 자리를 {isbn13} 으로, 제목 자리를 {title} 로 바꿉니다.
#        자리표가 없는 줄은 서버가 뜨지 않게 막습니다. 자리표가 없으면 어느 책을 눌러도
#        같은 페이지가 나오는데, 조용히 엉뚱한 곳으로 보내느니 뜰 때 실패하는 편이 낫습니다.
#
# **실제로 열어서 확인한 것만 넣으세요.** 틀린 규칙을 넣으면 그 도서관은 HTTP 200 을
# 주면서 결과만 0건이 됩니다. 사용자에게는 「소장한다더니 그 책이 없네」로 보이고, 소장
# 정보 자체를 믿지 않게 됩니다. 링크가 깨지는 것보다 나쁩니다. 깨진 링크는 눈에 보이지만
# 이것은 보이지 않습니다.
#
# 채우는 절차는 docs/도서관-주소-규칙-채우기.md 에 있습니다.
#
# 예) 141053,ISBN_SEARCH,UTF-8,https://lib.example.kr/search/index?q={isbn13}&type=all
147110,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
147138,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
147086,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
147147,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
147148,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
747005,ISBN_SEARCH,UTF-8,https://phlib.pohang.go.kr/phlib/intro/search/index.do?menu_idx=297&search_type2=TITLE&LibraryCodes=GuALL%2CMD%2CMA%2CMB%2CMC%2CME%2CMF%2CPM%2CMH%2CMI%2CMJ%2CDongALL%2CNA%2CNB%2CNC%2CND%2CNF%2CNG%2CNH%2CNE%2CNJ%2CNK%2CNL%2CNM%2CNN%2CNP%2CNQ%2CNS%2CNU%2CNV%2CNW%2CNY%2CNZ%2CPC%2CPD%2CPE%2CPG%2CPH%2CPI%2CPJ%2CPK%2CPL%2CPN%2CPQ%2CZZ%2CPS%2CPT%2CPU%2CPB%2CPV%2CPR&booktype=BOOK&search_text={isbn13}
741001,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141215,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141182,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141185,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141186,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141065,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141248,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141583,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141315,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141652,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141056,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141321,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141559,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141651,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141043,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141603,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141660,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141584,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141535,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141115,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141151,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741223,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141198,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741533,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
732001,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741006,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
641015,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741298,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741459,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741004,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141211,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
741077,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141206,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
141096,ISBN_SEARCH,UTF-8,https://alpasq.bcl.go.kr/search/keyword/{isbn13}
711618,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711613,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111431,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111512,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711603,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
311034,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711614,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711604,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711605,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111414,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711612,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711615,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111135,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711607,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111133,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711608,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711609,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711606,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711616,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111131,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711610,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711044,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
141619,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711617,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111415,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
711611,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
741562,ISBN_SEARCH,UTF-8,https://www.nowonlib.kr/KeywordSearchResult/{isbn13}
111351,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111270,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111208,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111129,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711319,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111457,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111041,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111189,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111454,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111262,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111271,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111357,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711323,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
511015,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711316,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111282,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111274,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711317,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111496,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111524,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711320,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111272,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111331,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111350,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111348,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711318,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
711324,ISBN_SEARCH,UTF-8,http://www.unilib.dobong.kr/site/search/search00.do?cmd_name=bookandnonbooksearch&search_type=detail&manage_code=MA%2CMB%2CMC%2CME%2CMG%2CMJ%2CMF%2CMH%2CSA%2CMD%2CSB%2CSL%2CSM%2CSN%2CSO%2CSP%2CSK%2CSQ%2CSR%2CSS%2CST%2CSU%2CSG%2CSH%2CSC&search_txt={isbn13}
111136,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111249,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111247,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111243,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111138,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111163,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111142,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111146,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111141,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111224,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111250,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111251,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111246,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111244,ISBN_SEARCH,UTF-8,https://public.seocholib.or.kr/KeywordSearchResult/{isbn13}
111216,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111532,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111489,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111099,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111539,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111471,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111235,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111100,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111306,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111128,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111562,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111215,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
111527,ISBN_SEARCH,UTF-8,https://lib.guro.go.kr/#/search/ex?all=1%7Ck%7Ca%7C{isbn13}
141189,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
741450,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
741011,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141190,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141478,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141253,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141509,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141191,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
741541,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
141406,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
741046,ISBN_SEARCH,UTF-8,http://lib.ansan.go.kr/smalllib/KeywordSearchResult/{isbn13}
745073,ISBN_SEARCH,UTF-8,https://gjl.gimje.go.kr/index.gimje?menuCd=DOM_000000101000000000&book_type=BOOK&manage_code=MA%2CMK%2CGG%2CAL&search_txt={isbn13}
145133,ISBN_SEARCH,UTF-8,https://gjl.gimje.go.kr/index.gimje?menuCd=DOM_000000101000000000&book_type=BOOK&manage_code=MA%2CMK%2CGG%2CAL&search_txt={isbn13}
145048,ISBN_SEARCH,UTF-8,https://gjl.gimje.go.kr/index.gimje?menuCd=DOM_000000101000000000&book_type=BOOK&manage_code=MA%2CMK%2CGG%2CAL&search_txt={isbn13}
145041,ISBN_SEARCH,UTF-8,https://gjl.gimje.go.kr/index.gimje?menuCd=DOM_000000101000000000&book_type=BOOK&manage_code=MA%2CMK%2CGG%2CAL&search_txt={isbn13}
